
#
# Results on Tuesday November 05 2019 22:42:12 UTC.
# USER AGENT: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.87 Safari/537.36
# Design number was non-random = 1
#
# Columns below this comment are as follows:
# 1. Time results were received.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Item number.
# 5. Element number.
# 6. Type.
# 7. Group.
# 8. Field name.
# 9. Field value.
1572993732,280ff30ca10f0671011cddbe166b762e,NewForm,0,0,agreement,NULL,,yes
1572993732,280ff30ca10f0671011cddbe166b762e,NewForm,0,0,agreement,NULL,_REACTION_TIME_,2446
1572993732,280ff30ca10f0671011cddbe166b762e,NewForm,1,0,instructions1,NULL,,yes
1572993732,280ff30ca10f0671011cddbe166b762e,NewForm,1,0,instructions1,NULL,_REACTION_TIME_,6317
# Columns below this comment are as follows:
# 1. Time results were received.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Item number.
# 5. Element number.
# 6. Type.
# 7. Group.
# 8. Question (NULL if none).
# 9. Answer.
# 10. Whether or not answer was correct (NULL if N/A).
# 11. Time taken to answer.
1572993732,280ff30ca10f0671011cddbe166b762e,Question2,5,0,practice-some,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'> 20% of the glerbs are fizda.</font></i></div></center><h2>Some of the glerbs are fizda.</h2></body>,True,NULL,2708
1572994524,1e03766bf0b8444df02b6b5b92d30186,Question2,116,0,Test-All-Neg-29-coamin-mucond,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>29% of the coamins are mucond.</font></i></div></center><h2>It is not the case that all of the coamins are mucond.</h2></body>,True,NULL,4601
1572994524,1e03766bf0b8444df02b6b5b92d30186,Question2,18,0,Test-More-than-half-9-shrile-athoid,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>9% of the shriles are athoid.</font></i></div></center><h2>It is not the case that more than half of the shriles are athoid.</h2></body>,False,NULL,2191
1572994524,1e03766bf0b8444df02b6b5b92d30186,Question2,143,0,Test-Some-Neg-79-devole-sholly,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>79% of the devoles are sholly.</font></i></div></center><h2>It is not the case that some of the devoles are sholly.</h2></body>,False,NULL,2208
1572994524,1e03766bf0b8444df02b6b5b92d30186,Question2,76,0,Test-All-30-fleeve-scalfs,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>30% of the fleeves are scalfs.</font></i></div></center><h2>All of the fleeves are scalfs.</h2></body>,False,NULL,15702
1572994524,1e03766bf0b8444df02b6b5b92d30186,Question2,47,0,Test-More-than-half-94-boddle-molill,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>94% of the boddles are molill.</font></i></div></center><h2>It is not the case that more than half of the boddles are molill.</h2></body>,False,NULL,2686
1572994524,1e03766bf0b8444df02b6b5b92d30186,Question2,85,0,Test-Some-68-birler-enciad,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>68% of the birlers are enciad.</font></i></div></center><h2>Some of the birlers are enciad.</h2></body>,True,NULL,1363
1572994524,1e03766bf0b8444df02b6b5b92d30186,Question2,129,0,Test-Some-Neg-58-russer-huttle,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>58% of the russers are huttle.</font></i></div></center><h2>It is not the case that some of the russers are huttle.</h2></body>,False,NULL,5855
1572994524,1e03766bf0b8444df02b6b5b92d30186,Question2,49,0,Test-More-than-half-88-jallem-sildal,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>88% of the jallems are sildal.</font></i></div></center><h2>It is not the case that more than half of the jallems are sildal.</h2></body>,False,NULL,3912
1572994524,1e03766bf0b8444df02b6b5b92d30186,Question2,74,0,Test-All-46-hadder-ollidy,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>46% of the hadders are ollidy.</font></i></div></center><h2>All of the hadders are ollidy.</h2></body>,False,NULL,1899
1572994524,1e03766bf0b8444df02b6b5b92d30186,Question2,44,0,Test-More-than-half-77-pirter-secent,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>77% of the pirters are secent.</font></i></div></center><h2>It is not the case that more than half of the pirters are secent.</h2></body>,False,NULL,79121
1572994524,1e03766bf0b8444df02b6b5b92d30186,Question2,30,0,Test-More-than-half-38-monter-melelt,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>38% of the monters are melelt.</font></i></div></center><h2>It is not the case that more than half of the monters are melelt.</h2></body>,True,NULL,1694
1572994524,1e03766bf0b8444df02b6b5b92d30186,Question2,11,0,Test-More-than-half-18-chulk-vulhor,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>18% of the chulks are vulhor.</font></i></div></center><h2>It is not the case that more than half of the chulks are vulhor.</h2></body>,True,NULL,1731
1572994524,1e03766bf0b8444df02b6b5b92d30186,Question2,37,0,Test-More-than-half-55-birler-enciad,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>55% of the birlers are enciad.</font></i></div></center><h2>It is not the case that more than half of the birlers are enciad.</h2></body>,False,NULL,1189
1572994524,1e03766bf0b8444df02b6b5b92d30186,Question2,134,0,Test-All-Neg-74-raster-movell,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>74% of the rasters are movell.</font></i></div></center><h2>It is not the case that all of the rasters are movell.</h2></body>,True,NULL,3789
1572994524,1e03766bf0b8444df02b6b5b92d30186,Question2,38,0,Test-More-than-half-71-raster-movell,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>71% of the rasters are movell.</font></i></div></center><h2>It is not the case that more than half of the rasters are movell.</h2></body>,False,NULL,2597
1572994524,1e03766bf0b8444df02b6b5b92d30186,Question2,78,0,Test-All-49-shurrie-preser,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>49% of the shurries are preser.</font></i></div></center><h2>All of the shurries are preser.</h2></body>,False,NULL,1468
1572994524,1e03766bf0b8444df02b6b5b92d30186,Question2,99,0,Test-Some-100-puctor-recure,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>100% of the puctors are recure.</font></i></div></center><h2>Some of the puctors are recure.</h2></body>,False,NULL,2384
1572994524,1e03766bf0b8444df02b6b5b92d30186,Question2,84,0,Test-All-62-cather-funder,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>62% of the cathers are funder.</font></i></div></center><h2>All of the cathers are funder.</h2></body>,False,NULL,1943
1572994524,1e03766bf0b8444df02b6b5b92d30186,Question2,66,0,Test-All-2-spunge-wenple,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>2% of the spunges are wenple.</font></i></div></center><h2>All of the spunges are wenple.</h2></body>,False,NULL,1346
1572994524,1e03766bf0b8444df02b6b5b92d30186,Question2,108,0,Test-All-Neg-24-werner-hurmer,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>24% of the werners are hurmer.</font></i></div></center><h2>It is not the case that all of the werners are hurmer.</h2></body>,True,NULL,2802
1572994524,1e03766bf0b8444df02b6b5b92d30186,Question2,70,0,Test-All-39-shamer-bloif,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>39% of the shamers are bloif.</font></i></div></center><h2>All of the shamers are bloif.</h2></body>,False,NULL,1326
1572994524,1e03766bf0b8444df02b6b5b92d30186,Question2,14,0,Test-More-than-half-7-gukbar-soarse,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>7% of the gukbars are soarse.</font></i></div></center><h2>It is not the case that more than half of the gukbars are soarse.</h2></body>,True,NULL,2368
1572994524,1e03766bf0b8444df02b6b5b92d30186,Question2,12,0,Test-More-than-half-10-werner-hurmer,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>10% of the werners are hurmer.</font></i></div></center><h2>It is not the case that more than half of the werners are hurmer.</h2></body>,True,NULL,1525
1572994524,1e03766bf0b8444df02b6b5b92d30186,Question2,23,0,Test-More-than-half-46-ancit-smeath,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>46% of the ancits are smeath.</font></i></div></center><h2>It is not the case that more than half of the ancits are smeath.</h2></body>,True,NULL,1706
1572994524,1e03766bf0b8444df02b6b5b92d30186,Question2,132,0,Test-All-Neg-55-tecker-biller,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>55% of the teckers are biller.</font></i></div></center><h2>It is not the case that all of the teckers are biller.</h2></body>,False,NULL,1822
1572994524,1e03766bf0b8444df02b6b5b92d30186,Question2,88,0,Test-All-69-menner-nandow,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>69% of the menners are nandow.</font></i></div></center><h2>All of the menners are nandow.</h2></body>,False,NULL,2888
# The lines below this comment are in groups of 2.
# The formats of the lines in each of these groups are as follows:
#
# Line 1:
#     Col. 1: Time results were received.
#     Col. 2: MD5 hash of participant's IP address.
#     Col. 3: Controller name.
#     Col. 4: Item number.
#     Col. 5: Element number.
#     Col. 6: Type.
#     Col. 7: Group.
#     Col. 8: html.
#     Col. 9: value.
# Line 2:
#     Col. 1: Time results were received.
#     Col. 2: MD5 hash of participant's IP address.
#     Col. 3: Controller name.
#     Col. 4: Item number.
#     Col. 5: Element number.
#     Col. 6: Type.
#     Col. 7: Group.
#     Col. 8: Field name.
#     Col. 9: Field value.
1572994524,1e03766bf0b8444df02b6b5b92d30186,SliderQuestion1,4,0,Criterionneg1,NULL,<center><p style=" font-size: 1.4em;font-family: Book Antiqua%2C Palatino%2C serif;">It is not the case that more than half of the kallils are namib.</p><p align="justify" %2C="" style="width:500px;"><i>In this study%2C we are interested in how people interpret sentences which begin with "It is not the case that more than half of the"%2C such as the sentence above. We would like to know what your criterion was in the task you have just completed to say that such sentences are true. What is the maximum percentage that you would understand of kallils to be namib? Please position the slider below as close as possible to that percentage. Once you have done that%2C press 'Continue'.</i></p></center>,49.78
1572994524,1e03766bf0b8444df02b6b5b92d30186,NewForm,151,0,form,NULL,language,english
# Columns below this comment are as follows:
# 1. Time results were received.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Item number.
# 5. Element number.
# 6. Type.
# 7. Group.
# 8. Field name.
# 9. Field value.
1572994524,1e03766bf0b8444df02b6b5b92d30186,NewForm,151,0,form,NULL,ProlificID,5d62e141756469001948081a
1572994524,1e03766bf0b8444df02b6b5b92d30186,NewForm,151,0,form,NULL,comment,
1572994524,1e03766bf0b8444df02b6b5b92d30186,NewForm,151,0,form,NULL,_REACTION_TIME_,14818
#
# Results on Tuesday November 05 2019 22:55:42 UTC.
# USER AGENT: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.87 Safari/537.36
# Design number was non-random = 1
#
# Columns below this comment are as follows:
# 1. Time results were received.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Item number.
# 5. Element number.
# 6. Type.
# 7. Group.
# 8. Field name.
# 9. Field value.
1572994543,4894c6aa2490c45edc63e1eacccfaf39,NewForm,0,0,agreement,NULL,,yes
1572994543,4894c6aa2490c45edc63e1eacccfaf39,NewForm,0,0,agreement,NULL,_REACTION_TIME_,15301
1572994543,4894c6aa2490c45edc63e1eacccfaf39,NewForm,1,0,instructions1,NULL,,yes
1572994543,4894c6aa2490c45edc63e1eacccfaf39,NewForm,1,0,instructions1,NULL,_REACTION_TIME_,8729
# Columns below this comment are as follows:
# 1. Time results were received.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Item number.
# 5. Element number.
# 6. Type.
# 7. Group.
# 8. Question (NULL if none).
# 9. Answer.
# 10. Whether or not answer was correct (NULL if N/A).
# 11. Time taken to answer.
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,5,0,practice-some,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'> 20% of the glerbs are fizda.</font></i></div></center><h2>Some of the glerbs are fizda.</h2></body>,True,NULL,4518
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,6,0,practice-all,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'> 82% of the thonks are crangly.</font></i></div></center><h2>All of the thonks are crangly.</h2></body>,False,NULL,3080
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,56,0,Test-All-17-kustle-reshix,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>17% of the kustles are reshix.</font></i></div></center><h2>All of the kustles are reshix.</h2></body>,False,NULL,3566
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,50,0,Test-More-than-half-97-dorder-coggon,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>97% of the dorders are coggon.</font></i></div></center><h2>It is not the case that more than half of the dorders are coggon.</h2></body>,False,NULL,22281
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,81,0,Test-Some-59-umpond-marire,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>59% of the umponds are marire.</font></i></div></center><h2>Some of the umponds are marire.</h2></body>,True,NULL,7009
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,28,0,Test-More-than-half-44-tiklet-hullaw,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>44% of the tiklets are hullaw.</font></i></div></center><h2>It is not the case that more than half of the tiklets are hullaw.</h2></body>,True,NULL,8741
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,128,0,Test-All-Neg-51-pluset-stubad,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>51% of the plusets are stubad.</font></i></div></center><h2>It is not the case that all of the plusets are stubad.</h2></body>,True,NULL,7321
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,90,0,Test-All-70-pliper-sesare,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>70% of the plipers are sesare.</font></i></div></center><h2>All of the plipers are sesare.</h2></body>,False,NULL,4821
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,148,0,Test-All-Neg-92-chevel-podden,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>92% of the chevels are podden.</font></i></div></center><h2>It is not the case that all of the chevels are podden.</h2></body>,True,NULL,8329
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,45,0,Test-More-than-half-99-pobbit-spippy,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>99% of the pobbits are spippy.</font></i></div></center><h2>It is not the case that more than half of the pobbits are spippy.</h2></body>,False,NULL,18839
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,47,0,Test-More-than-half-94-boddle-molill,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>94% of the boddles are molill.</font></i></div></center><h2>It is not the case that more than half of the boddles are molill.</h2></body>,False,NULL,8849
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,130,0,Test-All-Neg-61-russer-huttle,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>61% of the russers are huttle.</font></i></div></center><h2>It is not the case that all of the russers are huttle.</h2></body>,True,NULL,8747
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,71,0,Test-Some-32-ancit-smeath,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>32% of the ancits are smeath.</font></i></div></center><h2>Some of the ancits are smeath.</h2></body>,True,NULL,6051
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,32,0,Test-More-than-half-59-pluset-stubad,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>59% of the plusets are stubad.</font></i></div></center><h2>It is not the case that more than half of the plusets are stubad.</h2></body>,False,NULL,9857
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,73,0,Test-Some-48-hadder-ollidy,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>48% of the hadders are ollidy.</font></i></div></center><h2>Some of the hadders are ollidy.</h2></body>,True,NULL,2989
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,110,0,Test-All-Neg-0-gukbar-soarse,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>0% of the gukbars are soarse.</font></i></div></center><h2>It is not the case that all of the gukbars are soarse.</h2></body>,True,NULL,12524
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,10,0,Test-More-than-half-6-chadop-shaple,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>6% of the chadops are shaple.</font></i></div></center><h2>It is not the case that more than half of the chadops are shaple.</h2></body>,True,NULL,12768
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,132,0,Test-All-Neg-55-tecker-biller,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>55% of the teckers are biller.</font></i></div></center><h2>It is not the case that all of the teckers are biller.</h2></body>,True,NULL,10155
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,123,0,Test-Some-Neg-35-tiklet-hullaw,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>35% of the tiklets are hullaw.</font></i></div></center><h2>It is not the case that some of the tiklets are hullaw.</h2></body>,False,NULL,7687
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,68,0,Test-All-25-cosut-spover,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>25% of the cosuts are spover.</font></i></div></center><h2>All of the cosuts are spover.</h2></body>,False,NULL,3252
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,51,0,Test-More-than-half-93-puctor-recure,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>93% of the puctors are recure.</font></i></div></center><h2>It is not the case that more than half of the puctors are recure.</h2></body>,False,NULL,13961
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,134,0,Test-All-Neg-74-raster-movell,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>74% of the rasters are movell.</font></i></div></center><h2>It is not the case that all of the rasters are movell.</h2></body>,True,NULL,6697
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,60,0,Test-All-21-chulk-vulhor,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>21% of the chulks are vulhor.</font></i></div></center><h2>All of the chulks are vulhor.</h2></body>,False,NULL,4602
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,122,0,Test-All-Neg-28-zetten-unfobs,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>28% of the zettens are unfobs.</font></i></div></center><h2>It is not the case that all of the zettens are unfobs.</h2></body>,True,NULL,5792
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,86,0,Test-All-60-birler-enciad,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>60% of the birlers are enciad.</font></i></div></center><h2>All of the birlers are enciad.</h2></body>,False,NULL,1634
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,24,0,Test-More-than-half-30-pengyl-sedest,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>30% of the pengyls are sedest.</font></i></div></center><h2>It is not the case that more than half of the pengyls are sedest.</h2></body>,True,NULL,4492
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,147,0,Test-Some-Neg-95-chevel-podden,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>95% of the chevels are podden.</font></i></div></center><h2>It is not the case that some of the chevels are podden.</h2></body>,False,NULL,9510
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,15,0,Test-More-than-half-17-clidge-hensly,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>17% of the clidges are hensly.</font></i></div></center><h2>It is not the case that more than half of the clidges are hensly.</h2></body>,True,NULL,6207
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,61,0,Test-Some-15-mecket-plumry,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>15% of the meckets are plumry.</font></i></div></center><h2>Some of the meckets are plumry.</h2></body>,True,NULL,2704
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,66,0,Test-All-2-spunge-wenple,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>2% of the spunges are wenple.</font></i></div></center><h2>All of the spunges are wenple.</h2></body>,False,NULL,1515
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,106,0,Test-All-Neg-9-chadop-shaple,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>9% of the chadops are shaple.</font></i></div></center><h2>It is not the case that all of the chadops are shaple.</h2></body>,True,NULL,7886
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,146,0,Test-All-Neg-80-dorder-coggon,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>80% of the dorders are coggon.</font></i></div></center><h2>It is not the case that all of the dorders are coggon.</h2></body>,True,NULL,3874
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,69,0,Test-Some-30-shamer-bloif,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>30% of the shamers are bloif.</font></i></div></center><h2>Some of the shamers are bloif.</h2></body>,True,NULL,2554
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,65,0,Test-Some-3-spunge-wenple,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>3% of the spunges are wenple.</font></i></div></center><h2>Some of the spunges are wenple.</h2></body>,True,NULL,1648
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,102,0,Test-All-94-awplor-fasees,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>94% of the awplors are fasees.</font></i></div></center><h2>All of the awplors are fasees.</h2></body>,False,NULL,2537
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,103,0,Test-Some-Neg-21-beckel-racual,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>21% of the beckels are racual.</font></i></div></center><h2>It is not the case that some of the beckels are racual.</h2></body>,False,NULL,9886
1572994543,4894c6aa2490c45edc63e1eacccfaf39,Question2,36,0,Test-More-than-half-65-tecker-biller,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>65% of the teckers are biller.</font></i></div></center><h2>It is not the case that more than half of the teckers are biller.</h2></body>,False,NULL,3828
